metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
16220,"Casper, WY",80333,Metropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,515,24,539
28340,"Kendallville, IN",47506,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,223,15,238
28340,"Kendallville, IN",47506,Micropolitan Statistical Area,Latino,24,22,2,No meaningful results,,,,223,15,238
28340,"Kendallville, IN",47506,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,223,15,238
28340,"Kendallville, IN",47506,Micropolitan Statistical Area,AAPI,4,2,2,No meaningful results,,,,223,15,238
21820,"Fairbanks, AK",99072,Metropolitan Statistical Area,Black,5,5,0,No meaningful results,,,,231,14,245
21820,"Fairbanks, AK",99072,Metropolitan Statistical Area,Latino,18,16,2,No meaningful results,,,,231,14,245
21820,"Fairbanks, AK",99072,Metropolitan Statistical Area,Native American,16,16,0,No meaningful results,,,,231,14,245
21820,"Fairbanks, AK",99072,Metropolitan Statistical Area,AAPI,20,19,1,No meaningful results,,,,231,14,245
21780,"Evansville, IN-KY",314960,Metropolitan Statistical Area,Black,48,38,10,Not enough of applications,8.704337262,8.7,87,2032,65,2097
21780,"Evansville, IN-KY",314960,Metropolitan Statistical Area,Latino,35,32,3,Not statistcially significant,1.185814909,1.2,12,2032,65,2097
21780,"Evansville, IN-KY",314960,Metropolitan Statistical Area,Native American,4,3,1,Not enough of applications,12.33996623,12.3,123,2032,65,2097
21780,"Evansville, IN-KY",314960,Metropolitan Statistical Area,AAPI,50,49,1,Not statistcially significant,1.23512617,1.2,12,2032,65,2097
37580,"Paris, TX",49611,Micropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,97,11,108
37580,"Paris, TX",49611,Micropolitan Statistical Area,Latino,7,7,0,No meaningful results,,,,97,11,108
37580,"Paris, TX",49611,Micropolitan Statistical Area,Native American,4,2,2,No meaningful results,,,,97,11,108
37580,"Paris, TX",49611,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,97,11,108
34260,"Mountain Home, AR",41427,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,204,13,217
34260,"Mountain Home, AR",41427,Micropolitan Statistical Area,Latino,4,3,1,No meaningful results,,,,204,13,217
34260,"Mountain Home, AR",41427,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,204,13,217
34260,"Mountain Home, AR",41427,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,204,13,217
23460,"Gadsden, AL",102748,Metropolitan Statistical Area,Black,17,13,4,No meaningful results,,,,284,18,302
23460,"Gadsden, AL",102748,Metropolitan Statistical Area,Latino,9,8,1,No meaningful results,,,,284,18,302
23460,"Gadsden, AL",102748,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,284,18,302
23460,"Gadsden, AL",102748,Metropolitan Statistical Area,AAPI,7,7,0,No meaningful results,,,,284,18,302
45180,"Talladega-Sylacauga, AL",80387,Micropolitan Statistical Area,Black,15,14,1,No meaningful results,,,,154,11,165
45180,"Talladega-Sylacauga, AL",80387,Micropolitan Statistical Area,Latino,3,2,1,No meaningful results,,,,154,11,165
45180,"Talladega-Sylacauga, AL",80387,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,154,11,165
45180,"Talladega-Sylacauga, AL",80387,Micropolitan Statistical Area,AAPI,3,2,1,No meaningful results,,,,154,11,165
46380,"Ukiah, CA",87224,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,197,24,221
46380,"Ukiah, CA",87224,Micropolitan Statistical Area,Latino,64,55,9,No meaningful results,,,,197,24,221
46380,"Ukiah, CA",87224,Micropolitan Statistical Area,Native American,7,5,2,No meaningful results,,,,197,24,221
46380,"Ukiah, CA",87224,Micropolitan Statistical Area,AAPI,6,6,0,No meaningful results,,,,197,24,221
49660,"Youngstown-Warren-Boardman, OH-PA",541846,Metropolitan Statistical Area,Black,61,52,9,Not statistcially significant,0.925125248,0.9,9,2209,153,2362
49660,"Youngstown-Warren-Boardman, OH-PA",541846,Metropolitan Statistical Area,Latino,57,46,11,Not enough of applications,3.110558665,3.1,31,2209,153,2362
49660,"Youngstown-Warren-Boardman, OH-PA",541846,Metropolitan Statistical Area,Native American,3,1,2,Not statistcially significant,3.038116929,3,30,2209,153,2362
49660,"Youngstown-Warren-Boardman, OH-PA",541846,Metropolitan Statistical Area,AAPI,25,22,3,Not statistcially significant,1.645583729,1.6,16,2209,153,2362
49700,"Yuba City, CA",172469,Metropolitan Statistical Area,Black,23,18,5,Not enough of applications,4.766067965,4.8,48,526,38,564
49700,"Yuba City, CA",172469,Metropolitan Statistical Area,Latino,186,166,20,Not statistcially significant,1.455861869,1.5,15,526,38,564
49700,"Yuba City, CA",172469,Metropolitan Statistical Area,Native American,5,4,1,Not statistcially significant,4.613260235,4.6,46,526,38,564
49700,"Yuba City, CA",172469,Metropolitan Statistical Area,AAPI,182,160,22,Not statistcially significant,1.514254364,1.5,15,526,38,564
40100,"Rio Grande City-Roma, TX",64078,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,1,0,1
40100,"Rio Grande City-Roma, TX",64078,Micropolitan Statistical Area,Latino,43,36,7,No meaningful results,,,,1,0,1
40100,"Rio Grande City-Roma, TX",64078,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,1,0,1
40100,"Rio Grande City-Roma, TX",64078,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,1,0,1
48020,"Watertown-Fort Atkinson, WI",84701,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,569,32,601
48020,"Watertown-Fort Atkinson, WI",84701,Micropolitan Statistical Area,Latino,21,20,1,No meaningful results,,,,569,32,601
48020,"Watertown-Fort Atkinson, WI",84701,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,569,32,601
48020,"Watertown-Fort Atkinson, WI",84701,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,569,32,601
44500,"Stephenville, TX",41841,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,147,8,155
44500,"Stephenville, TX",41841,Micropolitan Statistical Area,Latino,9,9,0,No meaningful results,,,,147,8,155
44500,"Stephenville, TX",41841,Micropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,147,8,155
44500,"Stephenville, TX",41841,Micropolitan Statistical Area,AAPI,4,3,1,No meaningful results,,,,147,8,155
27380,"Jacksonville, TX",52118,Micropolitan Statistical Area,Black,5,4,1,No meaningful results,,,,146,32,178
27380,"Jacksonville, TX",52118,Micropolitan Statistical Area,Latino,38,26,12,No meaningful results,,,,146,32,178
27380,"Jacksonville, TX",52118,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,146,32,178
27380,"Jacksonville, TX",52118,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,146,32,178
21140,"Elkhart-Goshen, IN",204558,Metropolitan Statistical Area,Black,18,18,0,No meaningful results,,,,1242,50,1292
21140,"Elkhart-Goshen, IN",204558,Metropolitan Statistical Area,Latino,229,209,20,No meaningful results,,,,1242,50,1292
21140,"Elkhart-Goshen, IN",204558,Metropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,1242,50,1292
21140,"Elkhart-Goshen, IN",204558,Metropolitan Statistical Area,AAPI,18,18,0,No meaningful results,,,,1242,50,1292
47660,"Warrensburg, MO",53682,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,161,11,172
47660,"Warrensburg, MO",53682,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,161,11,172
47660,"Warrensburg, MO",53682,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,161,11,172
47660,"Warrensburg, MO",53682,Micropolitan Statistical Area,AAPI,5,5,0,No meaningful results,,,,161,11,172
13660,"Big Rapids, MI",43251,Micropolitan Statistical Area,Black,4,2,2,No meaningful results,,,,210,14,224
13660,"Big Rapids, MI",43251,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,210,14,224
13660,"Big Rapids, MI",43251,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,210,14,224
13660,"Big Rapids, MI",43251,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,210,14,224
24980,"Grenada, MS",21088,Micropolitan Statistical Area,Black,7,4,3,No meaningful results,,,,37,0,37
24980,"Grenada, MS",21088,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,37,0,37
24980,"Grenada, MS",21088,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,37,0,37
24980,"Grenada, MS",21088,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,37,0,37
39780,"Red Bluff, CA",63912,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,245,6,251
39780,"Red Bluff, CA",63912,Micropolitan Statistical Area,Latino,43,37,6,No meaningful results,,,,245,6,251
39780,"Red Bluff, CA",63912,Micropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,245,6,251
39780,"Red Bluff, CA",63912,Micropolitan Statistical Area,AAPI,9,7,2,No meaningful results,,,,245,6,251
37260,"Palatka, FL",73252,Micropolitan Statistical Area,Black,8,4,4,No meaningful results,,,,170,24,194
37260,"Palatka, FL",73252,Micropolitan Statistical Area,Latino,5,4,1,No meaningful results,,,,170,24,194
37260,"Palatka, FL",73252,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,170,24,194
37260,"Palatka, FL",73252,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,170,24,194
40580,"Rocky Mount, NC",146678,Metropolitan Statistical Area,Black,137,113,24,Regression equation needs to be tweaked,10.39179658,10.4,104,377,14,391
40580,"Rocky Mount, NC",146678,Metropolitan Statistical Area,Latino,28,23,5,Regression equation needs to be tweaked,5.314790626,5.3,53,377,14,391
40580,"Rocky Mount, NC",146678,Metropolitan Statistical Area,Native American,7,3,4,Regression equation needs to be tweaked,97.95132694,98,980,377,14,391
40580,"Rocky Mount, NC",146678,Metropolitan Statistical Area,AAPI,9,7,2,Regression equation needs to be tweaked,9.090861219,9.1,91,377,14,391
23900,"Gettysburg, PA",102470,Metropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,499,29,528
23900,"Gettysburg, PA",102470,Metropolitan Statistical Area,Latino,20,17,3,No meaningful results,,,,499,29,528
23900,"Gettysburg, PA",102470,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,499,29,528
23900,"Gettysburg, PA",102470,Metropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,499,29,528
15420,"Burley, ID",44395,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,224,22,246
15420,"Burley, ID",44395,Micropolitan Statistical Area,Latino,70,67,3,No meaningful results,,,,224,22,246
15420,"Burley, ID",44395,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,224,22,246
15420,"Burley, ID",44395,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,224,22,246
27860,"Jonesboro, AR",131241,Metropolitan Statistical Area,Black,18,13,5,No meaningful results,,,,578,28,606
27860,"Jonesboro, AR",131241,Metropolitan Statistical Area,Latino,31,25,6,No meaningful results,,,,578,28,606
27860,"Jonesboro, AR",131241,Metropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,578,28,606
27860,"Jonesboro, AR",131241,Metropolitan Statistical Area,AAPI,30,28,2,No meaningful results,,,,578,28,606
39220,"Price, UT",20308,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,78,4,82
39220,"Price, UT",20308,Micropolitan Statistical Area,Latino,6,4,2,No meaningful results,,,,78,4,82
39220,"Price, UT",20308,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,78,4,82
39220,"Price, UT",20308,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,78,4,82
38540,"Pocatello, ID",93436,Metropolitan Statistical Area,Black,5,4,1,No meaningful results,,,,743,19,762
38540,"Pocatello, ID",93436,Metropolitan Statistical Area,Latino,49,46,3,No meaningful results,,,,743,19,762
38540,"Pocatello, ID",93436,Metropolitan Statistical Area,Native American,6,6,0,No meaningful results,,,,743,19,762
38540,"Pocatello, ID",93436,Metropolitan Statistical Area,AAPI,17,16,1,No meaningful results,,,,743,19,762
44180,"Springfield, MO",462434,Metropolitan Statistical Area,Black,26,22,4,Regression equation needs to be tweaked,1.58347822,1.6,16,3205,156,3361
44180,"Springfield, MO",462434,Metropolitan Statistical Area,Latino,72,67,5,Regression equation needs to be tweaked,1.082546438,1.1,11,3205,156,3361
44180,"Springfield, MO",462434,Metropolitan Statistical Area,Native American,17,15,2,Regression equation needs to be tweaked,3.924286731,3.9,39,3205,156,3361
44180,"Springfield, MO",462434,Metropolitan Statistical Area,AAPI,76,68,8,Regression equation needs to be tweaked,2.761899319,2.8,28,3205,156,3361
21740,"Evanston, WY",20479,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,78,4,82
21740,"Evanston, WY",20479,Micropolitan Statistical Area,Latino,6,6,0,No meaningful results,,,,78,4,82
21740,"Evanston, WY",20479,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,78,4,82
21740,"Evanston, WY",20479,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,78,4,82
35220,"New Castle, IN",48255,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,190,21,211
35220,"New Castle, IN",48255,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,190,21,211
35220,"New Castle, IN",48255,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,190,21,211
35220,"New Castle, IN",48255,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,190,21,211
28020,"Kalamazoo-Portage, MI",262745,Metropolitan Statistical Area,Black,83,75,8,No meaningful results,,,,2061,49,2110
28020,"Kalamazoo-Portage, MI",262745,Metropolitan Statistical Area,Latino,73,69,4,No meaningful results,,,,2061,49,2110
28020,"Kalamazoo-Portage, MI",262745,Metropolitan Statistical Area,Native American,10,10,0,No meaningful results,,,,2061,49,2110
28020,"Kalamazoo-Portage, MI",262745,Metropolitan Statistical Area,AAPI,67,64,3,No meaningful results,,,,2061,49,2110
25200,"Hailey, ID",23421,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,216,21,237
25200,"Hailey, ID",23421,Micropolitan Statistical Area,Latino,13,13,0,No meaningful results,,,,216,21,237
25200,"Hailey, ID",23421,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,216,21,237
25200,"Hailey, ID",23421,Micropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,216,21,237
17340,"Clearlake, CA",64195,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,174,15,189
17340,"Clearlake, CA",64195,Micropolitan Statistical Area,Latino,42,37,5,No meaningful results,,,,174,15,189
17340,"Clearlake, CA",64195,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,174,15,189
17340,"Clearlake, CA",64195,Micropolitan Statistical Area,AAPI,8,6,2,No meaningful results,,,,174,15,189
37900,"Peoria, IL",406883,Metropolitan Statistical Area,Black,79,68,11,Regression equation needs to be tweaked,2.432001187,2.4,24,2545,117,2662
37900,"Peoria, IL",406883,Metropolitan Statistical Area,Latino,66,61,5,Regression equation needs to be tweaked,0.97746874,1,10,2545,117,2662
37900,"Peoria, IL",406883,Metropolitan Statistical Area,Native American,12,12,0,Regression equation needs to be tweaked,3.58E-11,0,0,2545,117,2662
37900,"Peoria, IL",406883,Metropolitan Statistical Area,AAPI,87,80,7,Regression equation needs to be tweaked,4.165733822,4.2,42,2545,117,2662
29200,"Lafayette-West Lafayette, IN",228541,Metropolitan Statistical Area,Black,40,37,3,Regression equation needs to be tweaked,1.462099882,1.5,15,1511,54,1565
29200,"Lafayette-West Lafayette, IN",228541,Metropolitan Statistical Area,Latino,109,101,8,Regression equation needs to be tweaked,2.338004624,2.3,23,1511,54,1565
29200,"Lafayette-West Lafayette, IN",228541,Metropolitan Statistical Area,Native American,4,3,1,Regression equation needs to be tweaked,24.32655036,24.3,243,1511,54,1565
29200,"Lafayette-West Lafayette, IN",228541,Metropolitan Statistical Area,AAPI,85,82,3,Regression equation needs to be tweaked,2.12864478,2.1,21,1511,54,1565
22100,"Farmington, MO",66643,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,256,22,278
22100,"Farmington, MO",66643,Micropolitan Statistical Area,Latino,2,2,0,No meaningful results,,,,256,22,278
22100,"Farmington, MO",66643,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,256,22,278
22100,"Farmington, MO",66643,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,256,22,278
14010,"Bloomington, IL",172578,Metropolitan Statistical Area,Black,49,44,5,Regression equation needs to be tweaked,3.158577462,3.2,32,1265,43,1308
14010,"Bloomington, IL",172578,Metropolitan Statistical Area,Latino,55,49,6,Regression equation needs to be tweaked,3.627451491,3.6,36,1265,43,1308
14010,"Bloomington, IL",172578,Metropolitan Statistical Area,Native American,3,3,0,Regression equation needs to be tweaked,2.26E-05,0,0,1265,43,1308
