metro_code,metro_name,metro_pop,metro_type,variable_name,applications,loans,denials,results_def,odds_ratio,odds_ratio_rd,number_denials_compared_to_10_white,white_loans,white_denials,white_apps
33220,"Midland, MI",83355,Metropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,680,35,715
33220,"Midland, MI",83355,Metropolitan Statistical Area,AAPI,8,8,0,No meaningful results,,,,680,35,715
13020,"Bay City, MI",104104,Metropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,527,19,546
13020,"Bay City, MI",104104,Metropolitan Statistical Area,Latino,13,12,1,No meaningful results,,,,527,19,546
13020,"Bay City, MI",104104,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,527,19,546
13020,"Bay City, MI",104104,Metropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,527,19,546
30100,"Lebanon, NH-VT",217064,Micropolitan Statistical Area,Black,6,3,3,Regression equation needs to be tweaked,3.661575522,3.7,37,687,107,794
30100,"Lebanon, NH-VT",217064,Micropolitan Statistical Area,Latino,26,22,4,Regression equation needs to be tweaked,0.581152004,0.6,6,687,107,794
30100,"Lebanon, NH-VT",217064,Micropolitan Statistical Area,Native American,1,1,0,Regression equation needs to be tweaked,3.59E-09,0,0,687,107,794
30100,"Lebanon, NH-VT",217064,Micropolitan Statistical Area,AAPI,30,25,5,Regression equation needs to be tweaked,1.488552543,1.5,15,687,107,794
30860,"Logan, UT-ID",137629,Metropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,1022,42,1064
30860,"Logan, UT-ID",137629,Metropolitan Statistical Area,Latino,76,72,4,No meaningful results,,,,1022,42,1064
30860,"Logan, UT-ID",137629,Metropolitan Statistical Area,Native American,5,5,0,No meaningful results,,,,1022,42,1064
30860,"Logan, UT-ID",137629,Metropolitan Statistical Area,AAPI,28,27,1,No meaningful results,,,,1022,42,1064
21220,"Elko, NV",54156,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,259,11,270
21220,"Elko, NV",54156,Micropolitan Statistical Area,Latino,38,31,7,No meaningful results,,,,259,11,270
21220,"Elko, NV",54156,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,259,11,270
21220,"Elko, NV",54156,Micropolitan Statistical Area,AAPI,4,3,1,No meaningful results,,,,259,11,270
12740,"Barre, VT",58350,Micropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,367,26,393
12740,"Barre, VT",58350,Micropolitan Statistical Area,Latino,10,8,2,No meaningful results,,,,367,26,393
12740,"Barre, VT",58350,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,367,26,393
12740,"Barre, VT",58350,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,367,26,393
11980,"Athens, TX",81070,Micropolitan Statistical Area,Black,7,5,2,No meaningful results,,,,273,28,301
11980,"Athens, TX",81070,Micropolitan Statistical Area,Latino,19,14,5,No meaningful results,,,,273,28,301
11980,"Athens, TX",81070,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,273,28,301
11980,"Athens, TX",81070,Micropolitan Statistical Area,AAPI,3,2,1,No meaningful results,,,,273,28,301
30980,"Longview, TX",284796,Metropolitan Statistical Area,Black,58,43,15,No meaningful results,,,,1049,95,1144
30980,"Longview, TX",284796,Metropolitan Statistical Area,Latino,155,131,24,No meaningful results,,,,1049,95,1144
30980,"Longview, TX",284796,Metropolitan Statistical Area,Native American,8,6,2,No meaningful results,,,,1049,95,1144
30980,"Longview, TX",284796,Metropolitan Statistical Area,AAPI,24,16,8,No meaningful results,,,,1049,95,1144
15180,"Brownsville-Harlingen, TX",421666,Metropolitan Statistical Area,Black,7,7,0,No meaningful results,,,,155,17,172
15180,"Brownsville-Harlingen, TX",421666,Metropolitan Statistical Area,Latino,637,547,90,No meaningful results,,,,155,17,172
15180,"Brownsville-Harlingen, TX",421666,Metropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,155,17,172
15180,"Brownsville-Harlingen, TX",421666,Metropolitan Statistical Area,AAPI,18,15,3,No meaningful results,,,,155,17,172
22140,"Farmington, NM",126515,Metropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,194,13,207
22140,"Farmington, NM",126515,Metropolitan Statistical Area,Latino,50,47,3,No meaningful results,,,,194,13,207
22140,"Farmington, NM",126515,Metropolitan Statistical Area,Native American,16,15,1,No meaningful results,,,,194,13,207
22140,"Farmington, NM",126515,Metropolitan Statistical Area,AAPI,7,7,0,No meaningful results,,,,194,13,207
27140,"Jackson, MS",597727,Metropolitan Statistical Area,Black,410,354,56,Not statistcially significant,1.159356192,1.2,12,2204,99,2303
27140,"Jackson, MS",597727,Metropolitan Statistical Area,Latino,50,45,5,Not statistcially significant,2.053099052,2.1,21,2204,99,2303
27140,"Jackson, MS",597727,Metropolitan Statistical Area,Native American,9,7,2,Not statistcially significant,2.201355214,2.2,22,2204,99,2303
27140,"Jackson, MS",597727,Metropolitan Statistical Area,AAPI,90,80,10,Not statistcially significant,1.931688629,1.9,19,2204,99,2303
41820,"Sanford, NC",60481,Micropolitan Statistical Area,Black,13,11,2,No meaningful results,,,,234,17,251
41820,"Sanford, NC",60481,Micropolitan Statistical Area,Latino,39,36,3,No meaningful results,,,,234,17,251
41820,"Sanford, NC",60481,Micropolitan Statistical Area,Native American,1,0,1,No meaningful results,,,,234,17,251
41820,"Sanford, NC",60481,Micropolitan Statistical Area,AAPI,4,4,0,No meaningful results,,,,234,17,251
18580,"Corpus Christi, TX",428548,Metropolitan Statistical Area,Black,40,36,4,No meaningful results,,,,913,63,976
18580,"Corpus Christi, TX",428548,Metropolitan Statistical Area,Latino,624,554,70,No meaningful results,,,,913,63,976
18580,"Corpus Christi, TX",428548,Metropolitan Statistical Area,Native American,4,4,0,No meaningful results,,,,913,63,976
18580,"Corpus Christi, TX",428548,Metropolitan Statistical Area,AAPI,73,68,5,No meaningful results,,,,913,63,976
13540,"Bennington, VT",35746,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,92,15,107
13540,"Bennington, VT",35746,Micropolitan Statistical Area,Latino,3,2,1,No meaningful results,,,,92,15,107
13540,"Bennington, VT",35746,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,92,15,107
13540,"Bennington, VT",35746,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,92,15,107
23060,"Fort Wayne, IN",406305,Metropolitan Statistical Area,Black,162,151,11,Regression equation needs to be tweaked,1.455149612,1.5,15,3669,112,3781
23060,"Fort Wayne, IN",406305,Metropolitan Statistical Area,Latino,166,152,14,Regression equation needs to be tweaked,2.34520922,2.3,23,3669,112,3781
23060,"Fort Wayne, IN",406305,Metropolitan Statistical Area,Native American,10,9,1,Regression equation needs to be tweaked,7.068909248,7.1,71,3669,112,3781
23060,"Fort Wayne, IN",406305,Metropolitan Statistical Area,AAPI,229,211,18,Regression equation needs to be tweaked,2.153976333,2.2,22,3669,112,3781
44540,"Sterling, CO",22380,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,64,5,69
44540,"Sterling, CO",22380,Micropolitan Statistical Area,Latino,6,4,2,No meaningful results,,,,64,5,69
44540,"Sterling, CO",22380,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,64,5,69
44540,"Sterling, CO",22380,Micropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,64,5,69
18180,"Concord, NH",149917,Micropolitan Statistical Area,Black,8,6,2,No meaningful results,,,,1042,58,1100
18180,"Concord, NH",149917,Micropolitan Statistical Area,Latino,21,18,3,No meaningful results,,,,1042,58,1100
18180,"Concord, NH",149917,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,1042,58,1100
18180,"Concord, NH",149917,Micropolitan Statistical Area,AAPI,20,17,3,No meaningful results,,,,1042,58,1100
49020,"Winchester, VA-WV",137621,Metropolitan Statistical Area,Black,33,32,1,No meaningful results,,,,843,31,874
49020,"Winchester, VA-WV",137621,Metropolitan Statistical Area,Latino,98,91,7,No meaningful results,,,,843,31,874
49020,"Winchester, VA-WV",137621,Metropolitan Statistical Area,Native American,4,4,0,No meaningful results,,,,843,31,874
49020,"Winchester, VA-WV",137621,Metropolitan Statistical Area,AAPI,30,27,3,No meaningful results,,,,843,31,874
43300,"Sherman-Denison, TX",131014,Metropolitan Statistical Area,Black,14,10,4,Regression equation needs to be tweaked,7.620328973,7.6,76,761,44,805
43300,"Sherman-Denison, TX",131014,Metropolitan Statistical Area,Latino,80,68,12,Regression equation needs to be tweaked,1.861767699,1.9,19,761,44,805
43300,"Sherman-Denison, TX",131014,Metropolitan Statistical Area,Native American,11,10,1,Regression equation needs to be tweaked,2.821216105,2.8,28,761,44,805
43300,"Sherman-Denison, TX",131014,Metropolitan Statistical Area,AAPI,9,9,0,Regression equation needs to be tweaked,4.70E-09,0,0,761,44,805
15700,"Cambridge, MD",32138,Micropolitan Statistical Area,Black,9,8,1,No meaningful results,,,,82,7,89
15700,"Cambridge, MD",32138,Micropolitan Statistical Area,Latino,6,4,2,No meaningful results,,,,82,7,89
15700,"Cambridge, MD",32138,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,82,7,89
15700,"Cambridge, MD",32138,Micropolitan Statistical Area,AAPI,3,2,1,No meaningful results,,,,82,7,89
22420,"Flint, MI",407875,Metropolitan Statistical Area,Black,88,80,8,No meaningful results,,,,1918,80,1998
22420,"Flint, MI",407875,Metropolitan Statistical Area,Latino,32,30,2,No meaningful results,,,,1918,80,1998
22420,"Flint, MI",407875,Metropolitan Statistical Area,Native American,6,6,0,No meaningful results,,,,1918,80,1998
22420,"Flint, MI",407875,Metropolitan Statistical Area,AAPI,27,26,1,No meaningful results,,,,1918,80,1998
15680,"California-Lexington Park, MD",112290,Metropolitan Statistical Area,Black,30,25,5,No meaningful results,,,,500,24,524
15680,"California-Lexington Park, MD",112290,Metropolitan Statistical Area,Latino,18,18,0,No meaningful results,,,,500,24,524
15680,"California-Lexington Park, MD",112290,Metropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,500,24,524
15680,"California-Lexington Park, MD",112290,Metropolitan Statistical Area,AAPI,17,16,1,No meaningful results,,,,500,24,524
16820,"Charlottesville, VA",215445,Metropolitan Statistical Area,Black,55,53,2,No meaningful results,,,,1564,50,1614
16820,"Charlottesville, VA",215445,Metropolitan Statistical Area,Latino,52,49,3,No meaningful results,,,,1564,50,1614
16820,"Charlottesville, VA",215445,Metropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,1564,50,1614
16820,"Charlottesville, VA",215445,Metropolitan Statistical Area,AAPI,118,110,8,No meaningful results,,,,1564,50,1614
40860,"Rutland, VT",58892,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,170,29,199
40860,"Rutland, VT",58892,Micropolitan Statistical Area,Latino,5,4,1,No meaningful results,,,,170,29,199
40860,"Rutland, VT",58892,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,170,29,199
40860,"Rutland, VT",58892,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,170,29,199
30340,"Lewiston-Auburn, ME",107602,Metropolitan Statistical Area,Black,6,5,1,No meaningful results,,,,390,28,418
30340,"Lewiston-Auburn, ME",107602,Metropolitan Statistical Area,Latino,7,6,1,No meaningful results,,,,390,28,418
30340,"Lewiston-Auburn, ME",107602,Metropolitan Statistical Area,Native American,5,4,1,No meaningful results,,,,390,28,418
30340,"Lewiston-Auburn, ME",107602,Metropolitan Statistical Area,AAPI,2,1,1,No meaningful results,,,,390,28,418
34380,"Mount Pleasant, MI",70688,Micropolitan Statistical Area,Black,8,8,0,No meaningful results,,,,300,33,333
34380,"Mount Pleasant, MI",70688,Micropolitan Statistical Area,Latino,7,5,2,No meaningful results,,,,300,33,333
34380,"Mount Pleasant, MI",70688,Micropolitan Statistical Area,Native American,3,3,0,No meaningful results,,,,300,33,333
34380,"Mount Pleasant, MI",70688,Micropolitan Statistical Area,AAPI,5,5,0,No meaningful results,,,,300,33,333
40980,"Saginaw, MI",191821,Metropolitan Statistical Area,Black,63,59,4,No meaningful results,,,,765,27,792
40980,"Saginaw, MI",191821,Metropolitan Statistical Area,Latino,35,30,5,No meaningful results,,,,765,27,792
40980,"Saginaw, MI",191821,Metropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,765,27,792
40980,"Saginaw, MI",191821,Metropolitan Statistical Area,AAPI,17,15,2,No meaningful results,,,,765,27,792
25740,"Helena, MT",79722,Micropolitan Statistical Area,Black,4,3,1,No meaningful results,,,,629,26,655
25740,"Helena, MT",79722,Micropolitan Statistical Area,Latino,10,10,0,No meaningful results,,,,629,26,655
25740,"Helena, MT",79722,Micropolitan Statistical Area,Native American,8,7,1,No meaningful results,,,,629,26,655
25740,"Helena, MT",79722,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,629,26,655
12140,"Auburn, IN",42927,Micropolitan Statistical Area,Black,3,2,1,No meaningful results,,,,310,19,329
12140,"Auburn, IN",42927,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,310,19,329
12140,"Auburn, IN",42927,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,310,19,329
12140,"Auburn, IN",42927,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,310,19,329
33780,"Monroe, MI",149727,Metropolitan Statistical Area,Black,12,9,3,No meaningful results,,,,1052,38,1090
33780,"Monroe, MI",149727,Metropolitan Statistical Area,Latino,22,18,4,No meaningful results,,,,1052,38,1090
33780,"Monroe, MI",149727,Metropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,1052,38,1090
33780,"Monroe, MI",149727,Metropolitan Statistical Area,AAPI,10,9,1,No meaningful results,,,,1052,38,1090
24900,"Greenwood, MS",39292,Micropolitan Statistical Area,Black,10,5,5,No meaningful results,,,,26,2,28
24900,"Greenwood, MS",39292,Micropolitan Statistical Area,Latino,1,1,0,No meaningful results,,,,26,2,28
24900,"Greenwood, MS",39292,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,26,2,28
24900,"Greenwood, MS",39292,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,26,2,28
21580,"Española, NM",39159,Micropolitan Statistical Area,Black,1,0,1,No meaningful results,,,,20,2,22
21580,"Española, NM",39159,Micropolitan Statistical Area,Latino,21,20,1,No meaningful results,,,,20,2,22
21580,"Española, NM",39159,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,20,2,22
21580,"Española, NM",39159,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,20,2,22
13140,"Beaumont-Port Arthur, TX",395174,Metropolitan Statistical Area,Black,115,88,27,Not statistcially significant,1.759347384,1.8,18,1146,91,1237
13140,"Beaumont-Port Arthur, TX",395174,Metropolitan Statistical Area,Latino,199,183,16,Not statistcially significant,0.783095857,0.8,8,1146,91,1237
13140,"Beaumont-Port Arthur, TX",395174,Metropolitan Statistical Area,Native American,6,5,1,Not statistcially significant,4.484010815,4.5,45,1146,91,1237
13140,"Beaumont-Port Arthur, TX",395174,Metropolitan Statistical Area,AAPI,88,77,11,Not statistcially significant,1.058542226,1.1,11,1146,91,1237
24340,"Grand Rapids-Kentwood, MI",1062392,Metropolitan Statistical Area,Black,208,189,19,Regression equation needs to be tweaked,2.45189463,2.5,25,8862,313,9175
24340,"Grand Rapids-Kentwood, MI",1062392,Metropolitan Statistical Area,Latino,494,463,31,Regression equation needs to be tweaked,1.333469825,1.3,13,8862,313,9175
24340,"Grand Rapids-Kentwood, MI",1062392,Metropolitan Statistical Area,Native American,26,26,0,Regression equation needs to be tweaked,1.72E-08,0,0,8862,313,9175
24340,"Grand Rapids-Kentwood, MI",1062392,Metropolitan Statistical Area,AAPI,332,314,18,Regression equation needs to be tweaked,1.465317176,1.5,15,8862,313,9175
24140,"Goldsboro, NC",123603,Metropolitan Statistical Area,Black,58,49,9,No meaningful results,,,,317,23,340
24140,"Goldsboro, NC",123603,Metropolitan Statistical Area,Latino,30,25,5,No meaningful results,,,,317,23,340
24140,"Goldsboro, NC",123603,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,317,23,340
24140,"Goldsboro, NC",123603,Metropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,317,23,340
16540,"Chambersburg-Waynesboro, PA",154147,Metropolitan Statistical Area,Black,11,10,1,No meaningful results,,,,598,25,623
16540,"Chambersburg-Waynesboro, PA",154147,Metropolitan Statistical Area,Latino,27,25,2,No meaningful results,,,,598,25,623
16540,"Chambersburg-Waynesboro, PA",154147,Metropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,598,25,623
16540,"Chambersburg-Waynesboro, PA",154147,Metropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,598,25,623
11420,"Angola, IN",34453,Micropolitan Statistical Area,Black,1,0,1,No meaningful results,,,,190,13,203
11420,"Angola, IN",34453,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,190,13,203
11420,"Angola, IN",34453,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,190,13,203
11420,"Angola, IN",34453,Micropolitan Statistical Area,AAPI,3,2,1,No meaningful results,,,,190,13,203
33420,"Mineral Wells, TX",28540,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,82,9,91
33420,"Mineral Wells, TX",28540,Micropolitan Statistical Area,Latino,16,12,4,No meaningful results,,,,82,9,91
33420,"Mineral Wells, TX",28540,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,82,9,91
33420,"Mineral Wells, TX",28540,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,82,9,91
34300,"Mountain Home, ID",26743,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,107,5,112
34300,"Mountain Home, ID",26743,Micropolitan Statistical Area,Latino,16,15,1,No meaningful results,,,,107,5,112
34300,"Mountain Home, ID",26743,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,107,5,112
34300,"Mountain Home, ID",26743,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,107,5,112
12300,"Augusta-Waterville, ME",121753,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,357,25,382
12300,"Augusta-Waterville, ME",121753,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,357,25,382
12300,"Augusta-Waterville, ME",121753,Micropolitan Statistical Area,Native American,3,2,1,No meaningful results,,,,357,25,382
12300,"Augusta-Waterville, ME",121753,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,357,25,382
14780,"Brenham, TX",35163,Micropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,138,8,146
14780,"Brenham, TX",35163,Micropolitan Statistical Area,Latino,9,8,1,No meaningful results,,,,138,8,146
14780,"Brenham, TX",35163,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,138,8,146
14780,"Brenham, TX",35163,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,138,8,146
25460,"Harrison, AR",45143,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,151,13,164
25460,"Harrison, AR",45143,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,151,13,164
25460,"Harrison, AR",45143,Micropolitan Statistical Area,Native American,2,2,0,No meaningful results,,,,151,13,164
25460,"Harrison, AR",45143,Micropolitan Statistical Area,AAPI,1,1,0,No meaningful results,,,,151,13,164
13940,"Blackfoot, ID",45839,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,261,15,276
13940,"Blackfoot, ID",45839,Micropolitan Statistical Area,Latino,20,16,4,No meaningful results,,,,261,15,276
13940,"Blackfoot, ID",45839,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,261,15,276
13940,"Blackfoot, ID",45839,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,261,15,276
45500,"Texarkana, TX-AR",149292,Metropolitan Statistical Area,Black,37,21,16,No meaningful results,,,,378,23,401
45500,"Texarkana, TX-AR",149292,Metropolitan Statistical Area,Latino,13,13,0,No meaningful results,,,,378,23,401
45500,"Texarkana, TX-AR",149292,Metropolitan Statistical Area,Native American,4,4,0,No meaningful results,,,,378,23,401
45500,"Texarkana, TX-AR",149292,Metropolitan Statistical Area,AAPI,15,14,1,No meaningful results,,,,378,23,401
27620,"Jefferson City, MO",151273,Metropolitan Statistical Area,Black,17,16,1,No meaningful results,,,,778,22,800
27620,"Jefferson City, MO",151273,Metropolitan Statistical Area,Latino,11,10,1,No meaningful results,,,,778,22,800
27620,"Jefferson City, MO",151273,Metropolitan Statistical Area,Native American,5,4,1,No meaningful results,,,,778,22,800
27620,"Jefferson City, MO",151273,Metropolitan Statistical Area,AAPI,9,9,0,No meaningful results,,,,778,22,800
27220,"Jackson, WY-ID",34706,Micropolitan Statistical Area,Black,1,1,0,Regression equation needs to be tweaked,8.59E-07,0,0,218,26,244
27220,"Jackson, WY-ID",34706,Micropolitan Statistical Area,Latino,15,13,2,Regression equation needs to be tweaked,3.567734893,3.6,36,218,26,244
27220,"Jackson, WY-ID",34706,Micropolitan Statistical Area,Native American,0,0,0,Regression equation needs to be tweaked,935483.4174,935483.4,9354834,218,26,244
27220,"Jackson, WY-ID",34706,Micropolitan Statistical Area,AAPI,3,3,0,Regression equation needs to be tweaked,7.41E-24,0,0,218,26,244
26300,"Hot Springs, AR",98555,Metropolitan Statistical Area,Black,13,9,4,Regression equation needs to be tweaked,1.091224999,1.1,11,474,35,509
26300,"Hot Springs, AR",98555,Metropolitan Statistical Area,Latino,18,17,1,Regression equation needs to be tweaked,0.313782594,0.3,3,474,35,509
26300,"Hot Springs, AR",98555,Metropolitan Statistical Area,Native American,1,1,0,Regression equation needs to be tweaked,3.37E-08,0,0,474,35,509
26300,"Hot Springs, AR",98555,Metropolitan Statistical Area,AAPI,10,10,0,Regression equation needs to be tweaked,1.79E-08,0,0,474,35,509
10940,"Alma, MI",40916,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,143,15,158
10940,"Alma, MI",40916,Micropolitan Statistical Area,Latino,5,4,1,No meaningful results,,,,143,15,158
10940,"Alma, MI",40916,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,143,15,158
10940,"Alma, MI",40916,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,143,15,158
37060,"Oxford, MS",53590,Micropolitan Statistical Area,Black,17,17,0,No meaningful results,,,,296,13,309
37060,"Oxford, MS",53590,Micropolitan Statistical Area,Latino,7,7,0,No meaningful results,,,,296,13,309
37060,"Oxford, MS",53590,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,296,13,309
37060,"Oxford, MS",53590,Micropolitan Statistical Area,AAPI,10,10,0,No meaningful results,,,,296,13,309
25900,"Hilo, HI",199459,Micropolitan Statistical Area,Black,6,6,0,Regression equation needs to be tweaked,1.65E-08,0,0,559,45,604
25900,"Hilo, HI",199459,Micropolitan Statistical Area,Latino,51,45,6,Regression equation needs to be tweaked,2.38226356,2.4,24,559,45,604
25900,"Hilo, HI",199459,Micropolitan Statistical Area,Native American,7,7,0,Regression equation needs to be tweaked,2.62E-09,0,0,559,45,604
25900,"Hilo, HI",199459,Micropolitan Statistical Area,AAPI,278,242,36,Regression equation needs to be tweaked,2.097573875,2.1,21,559,45,604
40300,"Rochelle, IL",51025,Micropolitan Statistical Area,Black,3,3,0,No meaningful results,,,,153,15,168
40300,"Rochelle, IL",51025,Micropolitan Statistical Area,Latino,12,11,1,No meaningful results,,,,153,15,168
40300,"Rochelle, IL",51025,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,153,15,168
40300,"Rochelle, IL",51025,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,153,15,168
45780,"Toledo, OH",644137,Metropolitan Statistical Area,Black,192,172,20,Regression equation needs to be tweaked,1.912260941,1.9,19,4120,166,4286
45780,"Toledo, OH",644137,Metropolitan Statistical Area,Latino,170,157,13,Regression equation needs to be tweaked,1.58869033,1.6,16,4120,166,4286
45780,"Toledo, OH",644137,Metropolitan Statistical Area,Native American,11,10,1,Regression equation needs to be tweaked,3.068226891,3.1,31,4120,166,4286
45780,"Toledo, OH",644137,Metropolitan Statistical Area,AAPI,104,100,4,Regression equation needs to be tweaked,1.400906336,1.4,14,4120,166,4286
10980,"Alpena, MI",28520,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,68,5,73
10980,"Alpena, MI",28520,Micropolitan Statistical Area,Latino,0,0,0,No meaningful results,,,,68,5,73
10980,"Alpena, MI",28520,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,68,5,73
10980,"Alpena, MI",28520,Micropolitan Statistical Area,AAPI,0,0,0,No meaningful results,,,,68,5,73
46620,"Uvalde, TX",26920,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,33,3,36
46620,"Uvalde, TX",26920,Micropolitan Statistical Area,Latino,18,15,3,No meaningful results,,,,33,3,36
46620,"Uvalde, TX",26920,Micropolitan Statistical Area,Native American,1,1,0,No meaningful results,,,,33,3,36
46620,"Uvalde, TX",26920,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,33,3,36
17780,"College Station-Bryan, TX",258029,Metropolitan Statistical Area,Black,51,38,13,Not enough of applications,5.335462526,5.3,53,1089,49,1138
17780,"College Station-Bryan, TX",258029,Metropolitan Statistical Area,Latino,159,143,16,Not statistcially significant,1.362599114,1.4,14,1089,49,1138
17780,"College Station-Bryan, TX",258029,Metropolitan Statistical Area,Native American,8,7,1,Not statistcially significant,6.130781999,6.1,61,1089,49,1138
17780,"College Station-Bryan, TX",258029,Metropolitan Statistical Area,AAPI,80,75,5,Not statistcially significant,2.198517116,2.2,22,1089,49,1138
36830,"Othello, WA",19594,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,29,2,31
36830,"Othello, WA",19594,Micropolitan Statistical Area,Latino,35,32,3,No meaningful results,,,,29,2,31
36830,"Othello, WA",19594,Micropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,29,2,31
36830,"Othello, WA",19594,Micropolitan Statistical Area,AAPI,3,3,0,No meaningful results,,,,29,2,31
19460,"Decatur, AL",152271,Metropolitan Statistical Area,Black,33,30,3,No meaningful results,,,,670,37,707
19460,"Decatur, AL",152271,Metropolitan Statistical Area,Latino,26,23,3,No meaningful results,,,,670,37,707
19460,"Decatur, AL",152271,Metropolitan Statistical Area,Native American,6,6,0,No meaningful results,,,,670,37,707
19460,"Decatur, AL",152271,Metropolitan Statistical Area,AAPI,10,9,1,No meaningful results,,,,670,37,707
41760,"Sandpoint, ID",43611,Micropolitan Statistical Area,Black,1,1,0,No meaningful results,,,,405,33,438
41760,"Sandpoint, ID",43611,Micropolitan Statistical Area,Latino,8,7,1,No meaningful results,,,,405,33,438
41760,"Sandpoint, ID",43611,Micropolitan Statistical Area,Native American,6,4,2,No meaningful results,,,,405,33,438
41760,"Sandpoint, ID",43611,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,405,33,438
40180,"Riverton, WY",39812,Micropolitan Statistical Area,Black,0,0,0,No meaningful results,,,,96,10,106
40180,"Riverton, WY",39812,Micropolitan Statistical Area,Latino,4,4,0,No meaningful results,,,,96,10,106
40180,"Riverton, WY",39812,Micropolitan Statistical Area,Native American,2,1,1,No meaningful results,,,,96,10,106
40180,"Riverton, WY",39812,Micropolitan Statistical Area,AAPI,2,2,0,No meaningful results,,,,96,10,106
16220,"Casper, WY",80333,Metropolitan Statistical Area,Black,2,2,0,No meaningful results,,,,515,24,539
16220,"Casper, WY",80333,Metropolitan Statistical Area,Latino,19,17,2,No meaningful results,,,,515,24,539
16220,"Casper, WY",80333,Metropolitan Statistical Area,Native American,0,0,0,No meaningful results,,,,515,24,539
